Configuracao;Treinamento;Alg. Otimiz;Ativacao 1 Cam;Ativacao 2 Cam;Ativacao saída;Neuron 1 Camada;Neuron 2 Camada;TreinoFobj;TreinoErro1;TreinoCorr1;TreinoErro2;TreinoCorr2;TreinoErro3;TreinoCorr3;ValidFobj;ValidErro1;ValidCorr1;ValidErro2;ValidCorr2;ValidErro3;ValidCorr3;TesteFobj;TesteErro1;TesteCorr1;TesteErro2;TesteCorr2;TesteErro3;TesteCorr3;SimulaErro1;SimulaCorr1;SimulaErro2;SimulaCorr2;SimulaErro3;SimulaCorr3;phi;phi2;MAPE
127;3;trainlm;poslin;purelin;purelin;5;5;58.24451944;136.1821444;0.984688745;107.3667337;0.991112911;29.49424367;0.910716732;77.72455782;171.0671723;0.982343669;127.1344263;0.989003478;24.65826319;0.941417381;79.27310816;17.37804423;0.978602273;121.3825006;0.984985576;22.14738959;0.889735151;93.07148837;0.982481367;94.54551142;0.984913328;21.4413672;0.908584833;0.936302173;0.685430586;69.68612233
3;3;trainlm;poslin;softmax;tansig;5;15;930.637307;146.1188862;0.879774161;54.77912216;0.843723755;40.01288813;0.799441086;1004.808548;190.5244352;0.862014077;50.67038672;0.846127287;49.51365462;0.826533624;1186.381692;255.9031067;0.891423368;52.72957307;0.828079111;67.73699284;0.797549564;117.9039874;0.884503566;57.27802645;0.824165367;34.29659509;0.813347694;0.844827794;1;69.82620298
110;5;trainlm;poslin;purelin;tansig;25;10;1125.514057;17.93484772;0.655302228;20.92026285;0.877293722;198.7458957;-2.08372E-16;672.8575819;13.86734294;0.783607964;18.07619248;0.943672007;203.8756534;-2.45428E-16;1110.119799;15.54142441;0.703204215;19.41900874;0.849738404;175.8573589;2.76108E-16;19.23586548;0.684328222;18.31844849;0.936619791;172.1575544;-1.14999E-15;0.91853484;0.168661377;69.90395613
562;5;trainlm;purelin;softmax;purelin;15;20;130.8697325;148.1709989;0.937930775;44.0796465;0.988168557;24.82165132;0.930418397;118.2834304;73.0042923;0.939335258;46.23118287;0.991029395;23.67881042;0.933870246;114.4191222;553.1659698;0.912509226;41.34885647;0.993858336;46.20729209;0.924963927;150.4219434;0.934843123;37.98093216;0.989324843;23.26813784;0.924427055;0.306747409;1;70.55700447
191;1;trainlm;tansig;softmax;tansig;20;25;4749.57029;98.85496183;;45.22438875;0.747464379;93.97432126;0.573540874;4691.746396;99.11504425;;39.59209449;0.802197688;66.50880286;0.538665142;4328.127576;100;;43.52416088;0.852555921;40.58766399;0.660136066;98.4;;47.33261093;0.797955614;66.80820432;0.600837063;0.973575136;1;70.84693842
421;5;trainlm;logsig;purelin;tansig;5;5;3556.951265;98.66412214;;22.07051461;0.998371758;93.31497204;-1.30667E-17;3566.870901;100;;20.15762488;0.99869721;94.01079147;-3.68989E-16;3733.737353;100;;21.85259429;0.998057372;94.33065595;-9.83162E-17;98.4;;20.56087177;0.998161365;94.09194067;-1.14999E-15;0.861428578;0.55006109;71.01760415
290;2;trainlm;tansig;purelin;tansig;35;10;5476.970274;99.04580153;;64.9651916;0.86211306;43.46548138;0.646022356;5471.975044;100;;59.88834882;0.877288508;37.89259301;0.660064825;5647.566222;98.2300885;;64.43052127;0.823421012;44.82415057;0.664823796;98.4;;67.92594079;0.826584966;46.83345322;0.659431705;0.969244582;0.289087977;71.05313134
207;2;trainlm;tansig;softmax;tansig;35;15;84.41947544;87.79302466;0.986463957;60.22779576;0.986362116;93.62533344;-3.31161E-16;114.5326342;107.0309256;0.98876171;65.17708725;0.981509278;94.23681502;-4.85835E-16;63.2997129;40.25972858;0.988660688;61.89462599;0.991239631;92.66543444;-4.77062E-16;62.0192151;0.985592925;57.91257494;0.980223639;94.09194067;-1.14999E-15;0.977420396;1;71.34124357
203;2;trainlm;tansig;softmax;tansig;30;25;24.49107831;7.794758579;0.988558906;30.95416832;0.998864109;197.5512447;4.35882E-16;4.680510238;4.760372136;0.999896934;29.93901837;0.999914696;171.9226511;-8.17301E-16;116.5012991;18.56678811;0.946113382;28.21534388;0.98891309;213.350159;-9.19823E-17;14.30732737;0.95557923;27.71687757;0.991701998;172.1575544;-1.14999E-15;0.936004367;1;71.39391978
547;2;trainlm;purelin;softmax;purelin;5;5;51.17957867;130.4942342;0.990223166;49.74614083;0.991170373;37.61527902;0.919087312;45.9607428;137.436687;0.988660477;46.48185838;0.991980708;21.40300493;0.88909494;49.35670411;257.1066813;0.986811536;47.26389119;0.993427372;47.643691;0.900714269;139.7560737;0.988976448;44.54234087;0.98948866;29.92114317;0.903991912;0.270859253;1;71.40651925
63;1;trainlm;poslin;softmax;purelin;20;15;21.41247352;130.8274024;0.989181545;10.59360556;0.998308665;34.81096969;0.884807707;44.32329038;155.8431602;0.979628097;10.69392245;0.997179757;36.94798447;0.893023938;29.0478751;82.90566359;0.985318793;10.65189257;0.997130125;23.60483854;0.911355014;175.2854705;0.981503825;10.08267396;0.997799215;28.94033069;0.875063821;0.937752622;1;71.43615838
464;3;trainlm;logsig;purelin;purelin;5;10;27.11989452;142.4224148;0.990421936;98.35598211;0.996870553;23.60743571;0.947290705;27.68303121;75.77257086;0.989638659;77.92707525;0.995371368;24.41769582;0.933453828;29.52729688;51.63577216;0.98932699;134.6623838;0.995522256;20.02756582;0.933489087;110.9456676;0.990356972;84.29985755;0.996423779;20.60684963;0.939050331;0.843391547;0.4291177;71.95079158
45;2;trainlm;poslin;softmax;purelin;5;15;45.28482171;138.2096122;0.985266845;47.53533523;0.994033843;28.04076146;0.921274753;35.69055387;28.50409555;0.987875956;45.31235108;0.994746551;18.48565424;0.887568615;59.59856375;22.58378242;0.979776187;64.31736932;0.993379489;21.18944702;0.902093673;148.3650742;0.980219786;47.02597643;0.992588153;23.32800244;0.900557259;0.878872546;1;72.90635103
256;5;trainlm;tansig;purelin;tansig;5;20;75.38056049;23.16828887;0.97570247;154.848389;0.989356656;19.38577298;0.917549904;87.76178562;157.7817503;0.975969161;119.3579773;0.987569273;32.22035799;0.907111977;77.40031593;30.52162982;0.97331273;170.533673;0.991947441;24.32938829;0.915306984;66.00045214;0.972678429;133.5282725;0.984863112;20.14988473;0.903844954;0.87073434;0.33711153;73.22620312
28;1;trainlm;poslin;softmax;tansig;25;20;5243.09052;66.06273687;0.448741711;70.08926022;0.557041124;103.7186209;0.332334084;4312.892879;60.61689754;0.46923466;62.67115943;0.602785219;66.58063622;0.346486803;4773.418985;62.83369923;0.507200526;68.51746076;0.593347721;87.35301068;0.432308432;65.94202551;0.477076312;72.54832698;0.557151352;81.19479932;0.345424052;0.891629959;1;73.22838394
526;1;trainlm;purelin;softmax;tansig;20;20;6.713690624;25.33409071;0.998990146;9.962312834;0.999834369;193.3086306;-3.15151E-17;5.988854436;14.27942176;0.999015809;10.13393198;0.999814313;221.8592156;-2.70503E-16;6.957480899;17.06199644;0.999037768;12.72991457;0.999688528;183.0873096;-9.52653E-17;37.77132871;0.998843434;10.42378416;0.99963844;172.1575544;-1.14999E-15;0.303854678;1;73.45088909
426;5;trainlm;logsig;purelin;tansig;5;30;57.02597662;40.4225238;0.984475024;160.2012056;0.992095581;22.55401023;0.956824096;42.32982552;31.18312597;0.985840393;117.9329696;0.99271089;18.16847092;0.936814686;65.8485871;30.44462247;0.984167306;151.1564318;0.991208098;26.00517557;0.949991521;62.17452246;0.981984482;139.9129;0.99168173;19.66900363;0.950356328;0.831389656;0.306539147;73.91880869
