Configuracao;Treinamento;Alg. Otimiz;Ativacao 1 Cam;Ativacao 2 Cam;Ativacao saída;Neuron 1 Camada;Neuron 2 Camada;TreinoFobj;TreinoErro1;TreinoCorr1;TreinoErro2;TreinoCorr2;TreinoErro3;TreinoCorr3;ValidFobj;ValidErro1;ValidCorr1;ValidErro2;ValidCorr2;ValidErro3;ValidCorr3;TesteFobj;TesteErro1;TesteCorr1;TesteErro2;TesteCorr2;TesteErro3;TesteCorr3;SimulaErro1;SimulaCorr1;SimulaErro2;SimulaCorr2;SimulaErro3;SimulaCorr3;phi;phi2;MAPE
663;5;trainbfg;purelin;purelin;purelin;30;15;273.8855248;126.5557357;0.87678104;124.5866121;0.972229113;218.7691327;0.723199018;251.9769491;175.4325937;0.861312813;119.6626261;0.974791146;262.5849274;0.73921832;302.8770685;111.9242051;0.865040418;106.198129;0.971720375;250.9494149;0.681746155;101.3690053;0.871336822;104.7629628;0.968271193;165.8270246;0.684419241;0.311878901;0.351618874;123.9863309
466;5;trainbfg;logsig;purelin;purelin;5;20;269.060413;114.5075302;0.907073175;164.9861763;0.965843916;123.6911759;-0.240248342;254.7852176;103.9126331;0.912981395;155.2823151;0.962178644;141.4119705;-0.355266308;258.8053328;133.3991047;0.888035735;178.5881025;0.962089226;133.3918398;-0.329905098;109.2130227;0.901179483;155.9454272;0.956349571;106.8086828;-0.185959068;0.785701714;0.388092089;123.9890442
656;4;trainbfg;purelin;purelin;purelin;25;10;269.0317817;119.9444941;0.882820623;117.1607288;0.974069475;181.2881056;-0.134782554;279.964981;101.5976296;0.85320494;129.847987;0.972366509;181.4569022;-0.039640999;329.1622156;154.3352557;0.836168825;136.8977527;0.963413867;210.0194439;-0.161080625;93.47054014;0.870812843;106.0654762;0.96823365;172.4768014;-0.146629105;0.318748843;0.300518196;124.0042726
667;1;trainbfg;purelin;purelin;purelin;35;5;276.9152637;132.9971318;0.877065442;130.1532128;0.973036654;210.8117606;0.757830196;286.7944314;90.99569642;0.845557313;121.8440515;0.967326205;157.8898062;0.71812834;245.9122799;146.542002;0.879878137;137.1110989;0.973643827;150.0696547;0.747347415;98.64592283;0.871210282;111.7805271;0.967901036;161.9574247;0.718056481;0.311771448;0.282082763;124.1279582
495;5;trainbfg;logsig;purelin;purelin;30;15;155.6682075;76.19227222;0.931815766;113.8239115;0.985487012;153.5093816;-0.154977939;139.8873443;30.08854533;0.931512478;104.0347087;0.980127844;120.1924017;-0.394627423;141.7101135;188.3179431;0.939073601;67.01300015;0.987619695;195.9011989;-0.140691752;136.5214828;0.920636577;90.69894475;0.980894934;145.6746449;-0.24534236;0.831726281;0.379243892;124.2983575
330;5;trainbfg;tansig;purelin;purelin;30;30;95.39620195;172.7040745;0.947796936;65.66805755;0.99246992;100.4792815;0.585395858;107.1210846;512.8676775;0.953392254;46.17918826;0.993498287;124.0987648;0.60026016;94.7327213;335.5561023;0.955366623;60.01561205;0.994652244;124.9973999;0.58609387;209.7782102;0.952505335;55.00177808;0.993152759;108.1883838;0.529033891;0.86537811;0.281364435;124.3227907
656;1;trainbfg;purelin;purelin;purelin;25;10;279.5380873;129.4535116;0.874358358;117.4252639;0.972522092;185.5702455;0.215671945;223.4764169;155.1995925;0.9166424;120.4815812;0.981343579;190.1214457;0.366447429;339.2779971;88.86224083;0.795871523;136.936903;0.956640495;155.1391889;0.188643468;96.95948237;0.871411831;104.8860004;0.968211008;171.310458;0.205341642;0.346961702;0.446305295;124.3853136
648;3;trainbfg;purelin;purelin;purelin;15;30;282.4192439;120.243536;0.866580952;124.7689321;0.971702188;180.3557014;0.469834543;224.1480916;199.7131288;0.915492221;100.3955063;0.979384671;255.2398708;0.582417924;311.8140886;42.81924621;0.856260303;120.7708022;0.967797161;145.4539604;0.484722081;92.38567953;0.870847719;104.3256928;0.96826784;176.525624;0.474869769;0.335201701;0.26613272;124.4123321
590;3;trainbfg;purelin;purelin;tansig;5;10;3302.026646;155.6495378;0.38659059;64.20108975;0.76323883;60.84086571;0.780977815;3686.674629;1069.728042;0.491289814;70.44840959;0.79705686;71.53332493;0.771485296;2995.402351;80.37998392;0.392082249;58.96429608;0.796708023;81.69988655;0.729731584;241.0319046;0.398135194;67.88700465;0.763543242;64.60395277;0.751839822;0.172078224;0.344314523;124.5076207
498;1;trainbfg;logsig;purelin;purelin;30;30;146.5648209;78.03448896;0.932287257;71.24009779;0.988983473;247.3738556;0.185132838;136.3649162;66.16127289;0.935020486;61.41836734;0.987726032;199.2490075;0.247641369;106.3897352;122.0112785;0.956605623;59.64069381;0.992365201;256.6731761;0.262093365;92.93638182;0.929135488;60.65024046;0.988857929;220.0649809;0.281350532;0.836984923;0.341572942;124.5505344
472;4;trainbfg;logsig;purelin;purelin;10;20;181.3078595;167.0426691;0.957085495;89.02148143;0.973509337;219.2071546;-0.440139647;123.7086039;123.4544168;0.95844592;106.1716378;0.981889323;152.8079039;-0.473069923;139.9240549;50.18264173;0.940788232;104.7469157;0.979802753;94.20872838;-0.487267063;116.7195474;0.951555271;83.61289606;0.971134904;173.6026785;-0.441331078;0.761419553;0.31207543;124.6450407
